Student_ID,Exam_Name,Exam_Score,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
382,SAD,79,6.4,3,7.2,4.7,2.7,3.03,Moderate
383,DSA,60,5.3,2,5.2,0.4,11.1,2.31,High
384,Computer Networks,82,6.7,3.6,5.1,4,4.6,3.18,High
385,OOP,76,9.8,2.2,9.7,0.1,2.2,3.16,High
386,Computer Networks,81,8.7,3.9,6.3,3.3,1.8,3.2,High
387,MIS,69,6,2.3,7.3,5.8,2.6,2.58,Moderate
388,Computer Networks,78,5.6,0.6,6.1,1.5,10.2,3.07,Low
389,MIS,92,9.3,2.2,7.6,0.6,4.3,3.48,High
390,OOP,79,5.3,2.8,7.7,0.5,7.7,2.93,Low
391,Computer Organization,79,7.3,1.9,5.8,5.7,3.3,3.18,High
392,MIS,80,7.3,1.6,8.3,3.3,3.5,3.28,Moderate
393,Fundamentals of Programming,64,5.3,2.1,9,2.8,4.8,2.67,Low
394,Computer Networks,63,5.8,1.3,8.8,3.1,5,2.71,Low
395,Computer Networks,69,6,3.5,9.4,4.4,0.7,2.84,Moderate
396,Fundamentals of Programming,83,9.9,3.1,5.1,0.4,5.5,3.17,High
397,Data Science,72,7.3,3.6,7.7,2.7,2.7,3.15,Moderate
398,Foundation of web technologies,77,9.1,1.5,8.9,4.3,0.2,3.21,High
399,Computer Organization,81,6,2.1,6.4,4.8,4.7,3.27,Moderate
400,SAD,87,9,1.6,9.6,2,1.8,3.57,High
401,MIS,68,5.8,2.8,9,1.9,4.5,2.8,Low
402,Fundamentals of Programming,68,5.9,3.6,8.3,0.9,5.3,2.8,Low
403,OOP,76,7.2,2.5,5.4,5.3,3.6,3.08,High
404,MIS,92,9.8,1.7,9.9,1.7,0.9,3.75,High
405,Foundation of web technologies,84,8.2,0.7,9.4,2.4,3.3,3.47,High
406,OOP,98,8.6,3.6,5.4,4.4,2,3.81,High
407,DSA,70,5.9,3.4,9.1,3,2.6,2.68,Low
408,Computer Networks,79,7.4,3.3,7.3,2.1,3.9,3.34,Moderate
409,DSA,74,7.5,3.3,6.7,1,5.5,3.29,Moderate
410,MIS,76,5.5,1,5.7,2.1,9.7,2.93,High
411,Foundation of web technologies,79,7.3,3,8.3,3.4,2,3.29,Moderate
412,Computer Organization,76,7.4,3.9,8.2,0.6,3.9,3.02,Moderate
413,MIS,78,8.4,1.3,8.4,0.4,5.5,3.32,High
414,Fundamentals of Programming,75,6.1,3.3,6.4,3.9,4.3,2.86,Moderate
415,Database Systems,92,8.5,2.1,6.5,1.3,5.6,3.38,High
416,MIS,87,9.4,3.1,8.9,1.7,0.9,3.45,High
417,Computer Networks,73,6.3,3.6,8.4,3.2,2.5,2.92,Moderate
418,Computer Networks,72,7.3,3.5,7.7,2.1,3.4,2.9,Moderate
419,MIS,91,9.9,0.4,7.1,0.3,6.3,3.55,High
420,OOP,77,6.4,3.4,6.5,5.5,2.2,3,Moderate
421,Database Systems,81,8.8,3.2,5.1,5.8,1.1,3.13,High
422,Fundamentals of Programming,88,9.1,1.1,9.4,0.5,3.9,3.58,High
423,MIS,83,8.5,2.2,5.5,1.5,6.3,3.27,High
424,OOP,71,6.5,2.4,6.5,1.8,6.8,2.91,Moderate
425,Computer Networks,84,8.7,0.2,9.5,4.8,0.8,3.5,High
426,Computer Networks,94,9.5,0.7,5.4,1.4,7,3.77,High
427,Foundation of web technologies,81,9,0.1,7.9,6,1,3.36,High
428,MIS,79,5.3,3.3,8,0.7,6.7,3.03,Low
429,Database Systems,69,5.5,3.6,8.3,5,1.6,2.86,Low
430,Data Science,85,7.6,1.7,6.6,2.6,5.5,3.34,Moderate
431,Database Systems,90,8.9,2.4,9.5,1.4,1.8,3.66,High
432,Computer Networks,87,8,2.8,6.2,3.1,3.9,3.46,Moderate
433,Computer Networks,70,5.5,1.5,7.4,3.9,5.7,2.85,Low
434,DSA,82,8.7,2,8.2,0.4,4.7,3.42,High
435,Computer Networks,73,6.3,1.4,7.4,0.3,8.6,2.86,Moderate
436,Fundamentals of Programming,83,9.9,1.3,7.4,1.1,4.3,3.35,High
437,SAD,80,8.1,1.1,6,3.1,5.7,3.15,High
438,MIS,79,9,2.3,7.6,1.5,3.6,3.2,High
439,Database Systems,81,9.7,1.6,5.4,3.7,3.6,3.39,High
440,SAD,77,7.5,3.5,7.5,3.9,1.6,2.97,Moderate
441,OOP,81,10,0.5,6.4,2.4,4.7,3.14,High
442,Data Science,76,9.5,2.9,8,1.1,2.5,3.11,High
443,Fundamentals of Programming,82,9.1,3.8,9.1,0,2,3.27,High
444,Database Systems,77,6.3,0.2,8,4.1,5.4,2.97,Moderate
445,SAD,69,5.6,1.5,7.3,2.2,7.4,2.8,Low
446,Data Science,77,8.8,0.3,5.4,2.1,7.4,3.12,High
447,DSA,87,9.7,2.7,8.4,1.2,2,3.44,High
448,Fundamentals of Programming,79,8.2,3.7,8.1,3.5,0.5,3.23,High
449,Fundamentals of Programming,79,8.6,0.5,9.5,0.4,5,3.06,High
450,DSA,69,5.1,1.7,6.5,2.9,7.8,2.79,Low
451,MIS,84,7.9,0.2,5.6,3.4,6.9,3.44,High
452,DSA,79,8.3,3.4,8.5,1.6,2.2,3.07,High
453,Fundamentals of Programming,85,8.4,1.1,6.5,4.7,3.3,3.54,High
454,Fundamentals of Programming,89,9.1,3.4,9.6,0.8,1.1,3.31,High
455,SAD,85,6.6,2.3,6.9,3.6,4.6,3.2,Moderate
456,Computer Networks,83,6.9,0.7,7.2,0.9,8.3,3.26,Moderate
457,Data Science,94,9.5,1.4,5.8,0.2,7.1,3.69,High
458,DSA,83,6.7,0.3,7,1.9,8.1,3.28,Moderate
459,Data Science,80,8.4,2.4,6.8,1.3,5.1,3.25,High
460,DSA,84,8.4,0.6,7.4,0.2,7.4,3.32,High
461,OOP,75,7.5,3.9,6.9,0.2,5.5,3.11,Moderate
462,Fundamentals of Programming,72,5.8,0.1,8.8,2.8,6.5,2.8,Low
463,Computer Networks,80,6.4,3.6,5.6,5.7,2.7,3.1,High
464,SAD,77,8,3.3,9.9,0.8,2,3.13,Moderate
465,Computer Networks,79,9.8,1.6,6.9,1.9,3.8,3.23,High
466,Computer Networks,76,7.8,2.2,8.8,4.3,0.9,3.2,Moderate
467,Computer Networks,81,7.2,1.2,6.3,1.2,8.1,3.05,Moderate
468,Data Science,70,6.4,3.9,7.8,2,3.9,2.87,Moderate
469,DSA,66,7.9,0.6,7.2,3.8,4.5,2.68,Moderate
470,Computer Organization,87,10,3.5,8.1,1.4,1,3.44,High
471,OOP,94,8.1,0.8,7,0.2,7.9,3.74,High
472,Database Systems,67,6.1,3.9,9.5,3.2,1.3,2.61,Moderate
473,Computer Networks,79,7.7,3.5,5.7,4.7,2.4,3.21,High
474,MIS,69,6.4,3.5,9.7,0.7,3.7,2.89,Moderate
475,Data Science,65,7.3,3.9,7.4,4.7,0.7,2.74,Moderate
476,SAD,79,6.4,0.8,8.8,2.3,5.7,3.21,Moderate
477,Database Systems,75,7.6,2,7.9,5.2,1.3,3.13,Moderate
478,Computer Organization,85,9.1,3.1,7.9,3.7,0.2,3.42,High
479,MIS,79,6,0.4,9.3,2.6,5.7,3.02,Moderate
480,Computer Organization,65,8.1,3.7,5.1,2.9,4.2,2.63,High
481,Database Systems,76,8.4,2.9,8.5,0.6,3.6,3.07,High
482,Computer Networks,77,9,1.1,6.1,5.7,2.1,3.07,High
483,MIS,71,5,4,8.4,5,1.6,2.9,Low
484,Computer Organization,85,8.7,0.6,8.8,4.5,1.4,3.41,High
485,SAD,83,8.3,3.1,9.2,2.1,1.3,3.24,High
486,DSA,68,5.4,1.6,7,0.4,9.6,2.63,Low
487,Fundamentals of Programming,69,6.7,0.4,9,5.7,2.2,2.63,Moderate
488,DSA,77,5.4,2,9,4.2,3.4,2.85,Low
489,Database Systems,68,5.3,0.3,7,1.8,9.6,2.64,Low
490,Data Science,86,9,3.7,7,3.9,0.4,3.16,High
491,Fundamentals of Programming,73,6.6,1.9,6.1,3.8,5.6,3,Moderate
492,OOP,83,6.8,2.6,5.6,5.3,3.7,3.08,High
493,SAD,78,7.5,1.8,7.9,3.7,3.1,3.17,Moderate
494,OOP,70,6.2,2.9,9.1,4.7,1.1,2.83,Moderate
495,MIS,79,7.8,2.1,5.7,4.7,3.7,3.16,High
496,Fundamentals of Programming,65,6.4,0.5,8.1,0.3,8.7,2.61,Moderate
497,OOP,81,8.7,1.3,5,3.1,5.9,3.24,High
498,OOP,84,9.2,0,6.2,4.4,4.2,3.41,High
499,Computer Organization,75,6.6,0.4,6.8,1.6,8.6,2.89,Moderate
500,DSA,86,8.9,3.6,7.2,3.9,0.4,3.51,High
501,Computer Organization,66,6.9,3.9,5.4,4.1,3.7,2.55,High
502,Fundamentals of Programming,85,8.2,2.8,5,1,7,3.2,High
503,Fundamentals of Programming,82,8.6,2.7,9.8,2.2,0.7,3.31,High
504,Database Systems,78,6.5,0.4,8.9,3.9,4.3,3.01,Moderate
505,Computer Organization,64,5.2,1.4,9.8,3,4.6,2.49,Low
506,Foundation of web technologies,68,6,1.5,6.8,0.3,9.4,2.44,Moderate
507,DSA,84,8.8,1.7,9.1,3.7,0.7,3.44,High
508,Fundamentals of Programming,74,7.4,3.5,6.1,4.1,2.9,2.88,Moderate
509,Database Systems,71,8,1.2,5.7,3.9,5.2,3.03,High
510,Computer Organization,85,8.2,1.6,8.6,1.1,4.5,3.46,High
511,DSA,87,9.5,1.1,6.8,0.3,6.3,3.43,High
512,Computer Organization,73,6.3,3.3,5.1,2.3,7,2.74,High
513,OOP,59,6.7,0.1,5.6,2.5,9.1,2.49,High
514,Database Systems,80,7.7,2.4,5,2.8,6.1,3.12,High
515,DSA,90,9.8,2.1,8.4,1.2,2.5,3.61,High
516,Computer Networks,77,7.6,3.9,5.6,0.1,6.8,3.28,High
517,MIS,85,8.9,3.2,5.6,1.6,4.7,3.36,High
518,MIS,88,6.7,1.5,5,1.8,9,3.31,High
519,DSA,78,8.2,3.9,9.2,0.1,2.6,3.26,High
520,Computer Organization,84,8.9,1.8,7,1.8,4.5,3.38,High
521,Database Systems,66,5.3,0.9,6.2,2.9,8.7,2.76,Low
522,MIS,77,5.3,3.8,9.7,4.1,1.1,3.13,Low
523,Database Systems,86,10,2.2,9.8,0.2,1.8,3.25,High
524,MIS,69,6,0.6,8.1,4.7,4.6,2.78,Moderate
525,OOP,92,7.9,0.6,9.1,3.8,2.6,3.5,Moderate
526,Computer Organization,72,6.3,1.4,9.6,1.7,5,2.74,Moderate
527,OOP,72,7.3,3.6,8.5,0.3,4.3,2.93,Moderate
528,MIS,80,5.7,3.8,7.6,1.5,5.4,3.27,Low
529,Computer Networks,75,7.5,2.7,5.4,1.6,6.8,3.09,High
530,Computer Networks,83,7.7,1.7,5.2,1,8.4,3.43,High
531,OOP,76,7.2,0.8,5.2,5.1,5.7,2.99,High
532,Computer Networks,90,9.8,0.8,9.8,3.6,0,3.59,High
533,MIS,90,8.6,3.9,7.8,1,2.7,3.69,High
534,DSA,59,5.4,2.5,9.9,1.1,5.1,2.54,Low
535,OOP,86,9,3.6,9.7,1.6,0.1,3.44,High
536,Data Science,82,8.8,0.6,7.4,4.3,2.9,3.32,High
537,Computer Organization,80,6.2,2.6,8.3,1,5.9,3.23,Moderate
538,Computer Networks,81,7.5,0,5,2.1,9.4,3.2,High
539,Computer Networks,83,9.6,0.9,8.2,1.2,4.1,3.62,High
540,Fundamentals of Programming,75,8.6,0.4,7.1,0.2,7.7,3.2,High
541,Foundation of web technologies,88,7.4,2.6,5.6,1.7,6.7,3.26,High
542,OOP,85,10,0.2,8.8,1.9,3.1,3.46,High
543,SAD,59,7,3,9.6,4.2,0.2,2.68,Moderate
544,Computer Networks,84,8.9,1,7.8,2.2,4.1,3.54,High
545,Computer Organization,89,8.3,1,6,5.5,3.2,3.25,High
546,Data Science,66,6.1,0.2,5.2,1.1,11.4,2.72,High
547,Computer Networks,98,9.3,1.1,9.8,2.2,1.6,3.79,High
548,Data Science,71,7.6,3,6.4,2.1,4.9,2.83,Moderate
549,MIS,84,9.5,3.8,9.5,0.5,0.7,3.4,High
550,MIS,88,7.5,0.8,8,1.1,6.6,3.43,Moderate
551,Foundation of web technologies,55,6.7,3.4,6,0.4,7.5,2.48,Moderate
552,DSA,81,9.1,3.3,6.7,3.4,1.5,3.4,High
553,SAD,73,8.9,2.6,5.8,5.3,1.4,2.98,High
554,Fundamentals of Programming,74,7.1,0.2,5.6,4.6,6.5,3.13,High
555,Foundation of web technologies,62,5,1.7,7.6,0.3,9.4,2.53,Low
556,Database Systems,70,6.2,0,8.6,5.8,3.4,2.71,Moderate
557,Fundamentals of Programming,65,6.1,2.7,8.7,5.1,1.4,2.57,Moderate
558,OOP,75,6.6,2.9,9.1,1,4.4,2.85,Moderate
559,Computer Organization,74,6.9,3.6,9,4.4,0.1,2.92,Moderate
560,Database Systems,90,8,2.6,5.4,3.3,4.7,3.48,High
561,Database Systems,85,8.5,0.7,8.9,3.4,2.5,3.41,High
562,Foundation of web technologies,65,6.5,2.9,8.8,0.6,5.2,2.67,Moderate
563,DSA,86,7.6,2,6.8,5.6,2,3.25,Moderate
564,Foundation of web technologies,85,8.6,1.8,9.6,2.8,1.2,3.47,High
565,OOP,81,8.6,3.4,6.4,4.5,1.1,3.18,High
566,Computer Networks,72,6.7,3.9,9.3,2.9,1.2,2.78,Moderate
567,Computer Networks,79,8.6,2.2,9.7,1.7,1.8,3.07,High
568,DSA,78,8.9,2.9,6.9,0.1,5.2,3.26,High
569,OOP,80,9.2,0,8.5,5.8,0.5,3.08,High
570,DSA,77,8.5,3.3,7.7,4.4,0.1,3.2,High
571,Data Science,75,5.3,2,8.6,5.2,2.9,2.89,Low
572,Computer Networks,78,7.8,1.6,5.7,5.2,3.7,3.06,High
573,Database Systems,79,5.8,1.2,6.5,5.2,5.3,3.08,Low
574,SAD,73,6.3,2.5,7.9,5,2.3,3.07,Moderate
575,Computer Organization,79,9.5,0,8.4,0.3,5.8,3.07,High
576,OOP,80,6.5,1.4,8.1,2,6,3.06,Moderate
577,Fundamentals of Programming,81,8.7,1.6,5.3,4.7,3.7,3.2,High
578,DSA,71,8.4,1.3,5.3,2.2,6.8,2.92,High
579,Computer Organization,87,9.7,2.6,8.4,2.1,1.2,3.38,High
580,Fundamentals of Programming,77,8.8,0.4,6.4,1.7,6.7,3.05,High
581,Computer Organization,71,7.2,3.9,5.3,3.1,4.5,3.03,High
582,SAD,75,8.7,2.8,7.1,1.9,3.5,3.12,High
583,Fundamentals of Programming,70,7,1.1,6,2.9,7,2.87,Moderate
584,Foundation of web technologies,81,8.3,3.9,8,0.3,3.5,3.04,High
585,MIS,82,5.4,3.8,6.5,0.6,7.7,3.14,Low
586,Foundation of web technologies,91,8.2,1.1,5.1,5.8,3.8,3.5,High
587,Computer Networks,69,6.3,2.7,8.5,3.7,2.8,2.72,Moderate
588,MIS,78,8,3.5,9.7,0.3,2.5,3.02,Moderate
589,Foundation of web technologies,70,5.8,3.8,8.7,5,0.7,2.95,Low
590,MIS,75,8.5,2.7,7,0.1,5.7,3.01,High
591,MIS,87,7.9,1,7.3,5.7,2.1,3.41,Moderate
592,Database Systems,67,5.9,2.7,9.9,0.6,4.9,2.82,Low
593,DSA,69,5,1.7,5.5,4.5,7.3,2.72,High
594,DSA,83,6.3,1.7,8.6,0.1,7.3,3.11,Moderate
595,Database Systems,79,7.9,2.5,8.2,1.3,4.1,3.08,Moderate
596,Computer Organization,77,6,3.5,8.7,0.1,5.7,2.95,Moderate
597,Data Science,66,6.2,0.9,6.4,1.5,9,2.92,Moderate
598,Computer Organization,84,8.7,2.4,8.4,0.4,4.1,3.16,High
599,Fundamentals of Programming,87,9.8,3.4,9,1.5,0.3,3.49,High
600,Fundamentals of Programming,74,6,2.5,8.7,4.4,2.4,3.05,Moderate
601,MIS,83,7.6,0.3,6.9,5.5,3.7,3.35,Moderate
602,Foundation of web technologies,81,6.3,1.5,9.5,4,2.7,3.42,Moderate
603,Foundation of web technologies,83,8.9,1.8,8.2,1.3,3.8,3.21,High
604,DSA,84,7.2,2.6,9.7,0.3,4.2,3.42,Moderate
605,OOP,82,9.1,1.2,7.2,0.1,6.4,3.37,High
606,Computer Organization,60,5.3,2,9.6,0.6,6.5,2.41,Low
607,Computer Networks,85,8.8,1.6,8.3,1.4,3.9,3.26,High
608,SAD,69,5.4,0.7,8.3,5.3,4.3,2.75,Low
609,Foundation of web technologies,75,9.1,2.7,5.6,1.7,4.9,3.15,High
610,SAD,76,7.6,2.1,6.8,2.1,5.4,2.97,Moderate
611,MIS,81,9.1,3.2,6.5,4.8,0.4,3.34,High
612,SAD,71,6.8,2,9.7,4.8,0.7,3.09,Moderate
613,Computer Networks,77,5.5,1.6,7.8,3,6.1,2.9,Low
614,Database Systems,81,8.4,3.4,9.3,2.2,0.7,3.2,High
615,Computer Networks,80,7.2,2.4,5.8,4,4.6,3.19,High
616,SAD,67,6.1,0.5,5.8,0,11.6,2.73,High
617,Computer Networks,83,8.6,2.9,7.6,0.8,4.1,3.15,High
618,Data Science,74,5.5,0.9,7.6,3.6,6.4,2.57,Low
619,MIS,80,6.2,0.2,7,1.4,9.2,3.13,Moderate
620,Computer Organization,84,7.1,1.7,7.7,4.2,3.3,3.48,Moderate
621,Database Systems,83,8.5,0.7,7.5,2.5,4.8,3.34,High
622,Foundation of web technologies,85,7.7,0.5,8,0.7,7.1,3.34,Moderate
623,Fundamentals of Programming,72,6.7,0.6,8.5,1.2,7,3.18,Moderate
624,Computer Organization,72,6,2,7.1,0.1,8.8,2.85,Moderate
625,Fundamentals of Programming,92,9,0.3,7.4,3.4,3.9,3.64,High
626,MIS,82,6.3,0,8.6,3.2,5.9,3.14,Moderate
627,Database Systems,94,9.2,3.3,9.2,1.1,1.2,3.6,High
628,DSA,75,7.3,0.7,9.3,5.3,1.4,2.97,Moderate
629,Foundation of web technologies,82,7.3,0.3,6.9,4.8,4.7,3.09,Moderate
630,Data Science,76,5.3,3.5,6.9,3.3,5,2.81,Low
631,DSA,93,9.8,0.3,8.2,0.4,5.3,3.71,High
632,MIS,76,7.2,4,7.8,1.6,3.4,2.98,Moderate
633,Computer Organization,64,6.1,1.4,6.9,0.4,9.2,2.79,Moderate
634,Data Science,67,8.6,2.6,8.5,0,4.3,2.85,High
635,Computer Networks,73,6.1,2.6,7.4,0,7.9,3.03,Moderate
636,SAD,81,7.7,0.3,8.8,3.5,3.7,3.29,Moderate
637,Data Science,82,8.9,3,9,1.6,1.5,3.42,High
638,MIS,76,8.1,3,5.8,1.2,5.9,3.04,High
639,OOP,93,9.5,3,9.5,1.5,0.5,3.76,High
640,SAD,94,9.4,2.3,8.2,0.6,3.5,3.62,High
641,Fundamentals of Programming,71,7.4,2.9,6.4,1.2,6.1,2.89,Moderate
642,Foundation of web technologies,62,6.1,1.7,9.5,3,3.7,2.76,Moderate
643,Fundamentals of Programming,75,5.9,0.3,8.5,2.3,7,2.99,Low
644,Data Science,89,9,1.1,8.5,1.4,4,3.56,High
645,Fundamentals of Programming,87,9.7,2.5,6.6,1.4,3.8,3.57,High
646,MIS,69,6.1,2.4,6.3,4,5.2,2.73,Moderate
647,Computer Networks,82,9.1,3.1,8.8,0.6,2.4,3.42,High
648,Computer Organization,74,6.8,1.7,5.2,1.6,8.7,2.91,High
649,Foundation of web technologies,78,5.2,3.5,6.2,3.3,5.8,2.8,Low
650,Fundamentals of Programming,68,6.6,3.6,9.4,1.4,3,2.94,Moderate
651,Fundamentals of Programming,86,9.5,4,9.1,1.2,0.2,3.52,High
652,Data Science,60,5.3,0.4,10,2,6.3,2.49,Low
653,Computer Organization,76,8.7,3.2,9.3,2.8,0,3.1,High
654,DSA,71,5.1,1.4,8.9,3.4,5.2,2.72,Low
655,Fundamentals of Programming,79,6.6,2.6,6.2,0.1,8.5,3.11,Moderate
656,MIS,92,8.8,0.2,9.2,3.6,2.2,3.59,High
657,OOP,80,7.8,2.5,9.3,2.6,1.8,3.2,Moderate
658,Foundation of web technologies,79,8.8,1.8,8.5,1.9,3,3.32,High
659,Fundamentals of Programming,71,6.1,2.4,9.6,5.5,0.4,2.99,Moderate
660,MIS,64,6.1,4,9.9,2.6,1.4,2.49,Moderate
661,MIS,94,9,2.9,8,0.2,3.9,3.74,High
662,Foundation of web technologies,83,8.4,1.5,9.7,0.7,3.7,3.16,High
663,DSA,75,7.5,2.8,8.5,3.4,1.8,2.98,Moderate
664,MIS,75,8.2,2.4,5.9,4.2,3.3,3.13,High
665,OOP,84,7.3,2.7,9.2,0.8,4,3.41,Moderate
666,MIS,90,9.2,3.2,9.8,1,0.8,3.55,High
667,MIS,82,7.4,1.6,5.8,3.4,5.8,3.19,High
668,MIS,81,7.9,2.4,6.8,0.3,6.6,3.14,Moderate
669,Computer Networks,61,5.2,1.7,5.4,3.6,8.1,2.55,High
670,Computer Networks,84,9.3,3.5,6,3.8,1.4,3.52,High
671,DSA,75,6.4,3.2,10,0.1,4.3,3.01,Moderate
672,Fundamentals of Programming,96,9.9,1.9,9.2,0.2,2.8,3.65,High
673,MIS,72,6.7,0.3,9.9,4.9,2.2,2.96,Moderate
674,Computer Organization,68,5.4,0.8,6.1,2.8,8.9,2.66,Low
675,Fundamentals of Programming,75,6.3,0.4,5.8,0.9,10.6,2.93,High
676,DSA,79,6.4,3.2,6.6,1.8,6,3.06,Moderate
677,Database Systems,76,6.2,0.5,6.3,2.1,8.9,2.84,Moderate
678,Fundamentals of Programming,78,6.1,3.2,5.7,2.1,6.9,2.95,High
679,Fundamentals of Programming,86,9.3,0.6,5.4,2.9,5.8,3.51,High
680,SAD,68,9,0.5,7.9,3,3.6,2.99,High
681,Data Science,69,5.7,2.5,6.4,2.9,6.5,2.84,Low
682,SAD,70,6.5,3.3,5.3,2.5,6.4,2.81,High
683,OOP,79,7.3,2.9,7.9,3.9,2,3.19,Moderate
684,Computer Networks,82,6.6,2.2,9.2,5.9,0.1,3.06,Moderate
685,Computer Networks,85,9.4,1.5,6,2.9,4.2,3.4,High
686,Data Science,88,7.4,3.4,6.8,5.2,1.2,3.45,Moderate
687,Foundation of web technologies,76,7,1.3,7.3,4.6,3.8,3,Moderate
688,Foundation of web technologies,84,9.8,0.7,7.8,3.3,2.4,3.41,High
689,DSA,79,7.4,2.6,6.1,3.3,4.6,3.41,Moderate
690,Data Science,65,5.7,2.3,5.9,1.7,8.4,2.62,High
691,Fundamentals of Programming,77,6.1,0.7,9.1,1.7,6.4,2.69,Moderate
692,Foundation of web technologies,73,6.9,3.2,6.8,0.5,6.6,3.08,Moderate
693,MIS,68,7.8,3.4,9,0.7,3.1,2.95,Moderate
694,Computer Organization,82,6.1,3.5,6.2,1.6,6.6,3.05,Moderate
695,Fundamentals of Programming,68,5,3.5,9,3.8,2.7,2.62,Low
696,OOP,80,7.3,1.4,5.5,2.9,6.9,3.19,High
697,MIS,92,9.6,0.2,6.5,1.2,6.5,3.5,High
698,MIS,74,7.3,1.9,8.8,0.9,5.1,3.06,Moderate
699,Data Science,75,7.4,1.7,8,6,0.9,3,Moderate
700,DSA,94,9.1,0.7,5.2,1.2,7.8,3.64,High
701,OOP,84,6.7,2,8.1,5.5,1.7,3.11,Moderate
702,Foundation of web technologies,86,5.3,0.1,7.8,2.6,8.2,3.58,Low
703,Data Science,86,9.2,0.6,5.1,2.7,6.4,3.27,High
704,Foundation of web technologies,83,8,1.1,5.9,2.3,6.7,3.27,High
705,Data Science,80,9,1.6,8.8,0.6,4,3.2,High
706,Data Science,85,8.4,2.3,9.6,1.4,2.3,3.41,High
707,Data Science,62,5.3,0.1,9.1,3.1,6.4,2.65,Low
708,DSA,82,6.7,0.1,9.8,4,3.4,3.15,Moderate
709,Data Science,88,9.7,1.1,8.1,3.5,1.6,3.63,High
710,Database Systems,81,9.7,3.5,8.7,0.6,1.5,3.36,High
711,Computer Organization,81,6.4,3.9,5.1,4.3,4.3,3.14,High
712,Foundation of web technologies,97,10,1.2,6.7,0.5,5.6,3.79,High
713,Fundamentals of Programming,80,7.2,1,6.7,5,4.1,3.21,Moderate
714,SAD,72,5.3,0.4,5.8,3.6,8.9,2.76,High
715,OOP,75,5.8,3.9,7.2,3,4.1,2.83,Low
716,Computer Networks,77,8.3,3,8.8,2.3,1.6,2.92,High
717,DSA,79,9.5,3.3,8.8,0.1,2.3,3.24,High
718,Fundamentals of Programming,88,7,3.5,9.5,3.6,0.4,3.4,Moderate
719,MIS,73,6.6,2.8,6.4,1.1,7.1,2.88,Moderate
720,Database Systems,76,7.1,3.3,5.6,4.4,3.6,2.85,High
721,Computer Networks,72,7.7,1.2,7.5,1.8,5.8,2.88,Moderate
722,SAD,81,5.8,0.5,7.7,5.4,4.6,3.27,Low
723,Fundamentals of Programming,75,6.7,2.9,8.3,5.6,0.5,3.06,Moderate
724,Computer Networks,88,8.3,3.6,7,1.7,3.4,3.5,High
725,Fundamentals of Programming,65,5.1,3.3,9,0.6,6,2.54,Low
726,Database Systems,84,5.6,3.9,6.1,0.4,8,3.32,Low
727,SAD,76,8,3,5.2,4,3.8,3.01,High
728,MIS,75,5.9,2.3,6.5,5.6,3.7,2.9,Low
729,Data Science,74,9.1,3.9,6.3,4.6,0.1,2.98,High
730,Foundation of web technologies,63,5.3,0.2,8.5,2.7,7.3,2.62,Low
731,MIS,75,6.1,2.5,6.3,3.5,5.6,3.13,Moderate
732,Data Science,85,9.1,1.9,6.8,2.2,4,3.27,High
733,DSA,78,9,1.3,6,0.5,7.2,3.05,High
734,Computer Organization,65,9.2,0.9,6.9,4.9,2.1,2.81,High
735,OOP,88,9.1,1.5,7.3,1.8,4.3,3.4,High
736,OOP,87,7.7,0.1,7.4,2.4,6.4,3.24,Moderate
737,Foundation of web technologies,68,5.8,2.6,9.9,3.2,2.5,2.8,Low
738,SAD,79,7.1,0.5,8.1,5.6,2.7,3.1,Moderate
739,Database Systems,86,8.3,0.3,6.8,3.3,5.3,3.48,High
740,SAD,84,9.1,2.4,6.9,1.4,4.2,3.3,High
741,Database Systems,64,5.5,1.4,7.1,4.1,5.9,2.71,Low
742,SAD,77,7,0.7,5.8,5,5.5,3.09,High
743,Computer Organization,65,5.2,1.7,5.8,5.3,6,2.48,High
744,DSA,83,7.5,2.9,9.8,0.8,3,3.19,Moderate
745,DSA,80,9.4,3.7,9.6,0.8,0.5,3.16,High
746,Data Science,90,8.8,2.1,8.4,2,2.7,3.66,High
747,Computer Networks,84,8.7,3.3,5.7,5,1.3,3.55,High
748,DSA,75,7.2,1.5,9.6,1.4,4.3,3.11,Moderate
749,DSA,74,9.2,1.9,7.6,1.6,3.7,3.02,High
750,MIS,71,5.2,1.1,5,5.9,6.8,2.93,High
751,MIS,92,9.8,1.6,8.6,1.4,2.6,3.68,High
752,Data Science,88,9.7,1.6,8.9,1,2.8,3.57,High
753,Computer Networks,84,10,0.1,8,3.9,2,3.35,High
754,Foundation of web technologies,92,9.7,0.7,8.1,1.2,4.3,3.53,High
755,MIS,72,6.5,2.2,7.1,1,7.2,2.91,Moderate
756,Foundation of web technologies,73,8.8,3.6,5.4,2.4,3.8,3.08,High
757,Fundamentals of Programming,66,5.5,0.1,8.3,3.6,6.5,2.73,Low
758,MIS,68,5.1,3.3,9.9,0.8,4.9,2.64,Low
759,Computer Organization,66,6.2,3.5,9.6,2,2.7,2.55,Moderate
760,Computer Networks,77,5.1,2.3,5.1,4.7,6.8,3.03,High
761,Data Science,78,6.5,0.2,7.9,2.4,7,2.98,Moderate
762,Fundamentals of Programming,76,6.4,2.8,6.4,5.4,3,3.05,Moderate
763,Computer Networks,84,6.9,2.2,5.3,2.6,7,3.12,High
